,child_context,parent_context,label
1830," Барбара Шетт (Австрия, 29) ― Оса Стивенссон (Швеция) ― 6: 3, 6",равна примерно 40 Герц.  Тут насекомое настораживается.  Когда в воду падают,1
1831,"на душицу сел толстый тёмно-бурый Шмель, похожий на медвежонка. ",равна примерно 40 Герц.  Тут насекомое настораживается.  Когда в воду падают,1
1834,  «Зеленый шершень» ― Роген получает главную роль в,равна примерно 40 Герц.  Тут насекомое настораживается.  Когда в воду падают,1
1838, Сумчатый медведь.  28.  Двукрылое насекомое.  29.  Название улиц в,равна примерно 40 Герц.  Тут насекомое настораживается.  Когда в воду падают,1
1840,"людям, почаще улыбайся, ― возможно, твой принц сейчас смотрит на тебя. ", Никакой иной претендент на престол не смог был,1
1852,"ломает автокатастрофа: её полумертвую спасает незнакомец, она по-звериному ощутила его запах",наверняка был оформлен на какое-то постороннее лицо. ,1
1856,"о Земле, таких как геохимия, геофизика, геотектоника, петрография, построенных на основе","естественные и, в частности, в геологические науки. ",1
1857,"наук о Земле, таких как геохимия, геофизика, геотектоника, петрография, построенных на","естественные и, в частности, в геологические науки. ",1
1858,"навигация и акустика, водоснабжение и гидрогеология, электротехника, металлургия, гидрометеорология, селекция растений","естественные и, в частности, в геологические науки. ",1
1859, Отсюда же и вулканология ― так назвали науку об этих,"естественные и, в частности, в геологические науки. ",1
1864,"и фабриках, электрифицируется городской и пригородный транспорт, электрическое освещение решительно вытесняет", Администрация Саранска будет контролировать общественный транспорт 13 декабря на производственном,1
1865,"рассматривает многие стороны будничной Москвы: городской транспорт, в частности, трамвай, который", Администрация Саранска будет контролировать общественный транспорт 13 декабря на производственном,1
1868,"лежали центральные газеты, российский сыр, морская рыба для кошки, мясо и",и гадость эта ваша заливная рыба (c) ,1
1869,"самым древним лососем была небольшая пресноводная рыба, обитавшая в реках Северной",и гадость эта ваша заливная рыба (c) ,1
1870,день из сумки выскальзывает первый малёк. ,и гадость эта ваша заливная рыба (c) ,1
1871,вас на крючке окажется какая-нибудь хищная рыба. ,и гадость эта ваша заливная рыба (c) ,1
1875,"растекавшихся по долинам Андалузии, порою снежные заносы не позволяли Андрею Николаевичу","бросил пешню и сел на сугроб снега, похлопав по нему лопатой",1
1878,затрагивает уровень их доходов (См.  : Жилищное хозяйство России.  2002. ,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",1
1879,"порядка оплаты за жильё и коммунальные услуги, фракция голосовала против. ","производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",1
1880,Черного моря.   Полностью модернизирована и канализационная система.  Построены новые канализационные коллекторы,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",1
1881,при оптимально взаимосвязанных параметрах ― Единая водохозяйственная система СССР. ,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",1
1884,"на фортепиано, открыла ноты романса ""Ямщик, не гони лошадей…"" и не","взялась за своё дело, как возница её мгновенно остановил и не",1
1885,"от всех прочих отличимые сразу― кучер в ливрее, на лошадях шоры","взялась за своё дело, как возница её мгновенно остановил и не",1
1886,"языке слово трансформировалось в «джин-рикша», а потом вошло на Дальнем","взялась за своё дело, как возница её мгновенно остановил и не",1
1887, Эта лачуга была заставлена мебелью и завалена,"не совсем притворно: ""Боже мой!  Хижина и десять тысяч франков!  "" Хижина",1
1889, Предыдущее определение суда в Prosperity расценивали как,"по сути, вы ссылаетесь на постановление суда, так там тоже постановление",1
1890,в любом производстве ― будь то растениеводство либо производство электроэнергии или тепла,районах с умеренным климатом круглогодичное выращивание растений возможно только при применении,1
1891," Это кадровая политика, кормопроизводство, племенная работа и высококвалифицированное ветеринарное",районах с умеренным климатом круглогодичное выращивание растений возможно только при применении,1
1892,"ее части, которая направляется на выращивание леса. ",районах с умеренным климатом круглогодичное выращивание растений возможно только при применении,1
1894,"грязную банную варежку, заткнутую за полотенцесушитель, кран с ржавым потеком от",Сбор команд» валяется страшная черная батарея отопления. ,1
1906," Очевидно, что Государственный комитет по статистике сам по",Федерации в Уральском федеральном округе.  Государственный комитет Российской Федерации по статистике,1
1909, Прежний Государственный комитет по вопросам развития Севера,Федерации в Уральском федеральном округе.  Государственный комитет Российской Федерации по статистике,1
1913," Получают из них агар-агар, без которого не могут обойтись",нашла работу в фирме: распространять пищевые добавки. ,1
1914,"во много раз чище, чем пищевая соль «Экстра» ― на миллиард весовых",нашла работу в фирме: распространять пищевые добавки. ,1
1915,"концентрат развести.  Аля, у вас лимонная кислота есть?  А то я",нашла работу в фирме: распространять пищевые добавки. ,1
1916,"консервантов стараются избегать, но тут консервант природный ― безо всякой синтетики. ",нашла работу в фирме: распространять пищевые добавки. ,1
1917," Естественный сахарозаменитель сорбит ― вещество, которое хочется назвать",нашла работу в фирме: распространять пищевые добавки. ,1
1918," Синтетический подсластитель ацесульфам калия, как и сахарин",нашла работу в фирме: распространять пищевые добавки. ,1
1919, Использовать биологически активные добавки к пище и,нашла работу в фирме: распространять пищевые добавки. ,1
1920,"классных отечественных программ как ""Взгляд"""" Матадор"""" Смак"""" Оба-на"""" Поле чудес"". ","плохая память)… ""и был бы тореадор"". ",1
1921,"и едва переносимо: Альгамбра, как горб на спине города. ",перехода шейного лордоза в грудной кифоз находится выступающий VII шейный позвонок,1
1923,"например, гиперссылка.   В архиве есть пояснительная записка.   elekravets. ", Сопроводительный документ подписывает ветеринарный врач или,1
1924," Сопроводительное письмо, приложенное к ней, было", Сопроводительный документ подписывает ветеринарный врач или,1
1925," Эсминец ошвартовался в Н-ской базе, неподалёку","АПЛА «Аметист», два эсминца УРО, противолодочный корабль и танкер. ",1
1926,долинах и на опушках растёт вяз граболистный. , И еще одно ― ильм/илем/илим (от индоевропейского вельм,1
1927,бросить на пол.  Иначе внутреннее самосожжение происходит…  Самосожжение! ,"нас всего этого нет!   ! Это самоубийство для страны.  [alla, nick]   А что русские",1
1928,смерти я сделаю системе маленькое харакири. ,"нас всего этого нет!   ! Это самоубийство для страны.  [alla, nick]   А что русские",1
1931,"на перекатах, громоздятся на отмелях.  Молевой сплав.   Мужики из окрестных деревень","образовал огромный затор, серьезно осложнивший лесосплав на этом участке реки. ",1
1934,"века, когда научились делать тонкий стальной прокат. ","рублей, в том числе за прокат черных металлов, лист и трубы",1
1936,"схематичен в спектакле, как астрологический гороскоп. ",  ― сводная таблица основных показателей социально-экономического развития муниципальных,1
1949,взял у одной бабушки-участницы хирургический нож ланцет (бабушка пихнула Игорька,военный трофей…  Привезла из Германии хирургический инструментарий…  Цены ему не было,1
1952,"а также некоторые другие факторы (несовершеннолетние дети, престарелые родители на содержании"," Дронин был человек, по возрасту годившийся Мите в",1
1953,"Паунд, крайне невыдержанный на эмоции пожилой человек, по собственному признанию, взбесился"," Дронин был человек, по возрасту годившийся Мите в",1
1954,"о несправедливости, и князь Андрей― ровесник― уже не кажется таким благородным"," Дронин был человек, по возрасту годившийся Мите в",1
1955, Действующие лица:   Рассказчик ― молодой человек тридцати-сорока лет.   Рассказчик," Дронин был человек, по возрасту годившийся Мите в",1
1956,"Мы надеемся, что главный приз― газонокосилка - поможет поддерживать газон в таком","силосный и зерновой комбайны, самоходная косилка и много чего по мелочи",1
1957,"вместе с ней появляется кандидат-одномандатник, некто Петр Юрчишин, бизнесмен и","паспорт, прописка так прописка, один кандидат на выборах ― пусть один, построили",1
1958,Новинского.  Он будет баллотироваться как самовыдвиженец.  Вадим Новинский родился 3 июня,"паспорт, прописка так прописка, один кандидат на выборах ― пусть один, построили",1
1959, Волжский автомобильный завод замахнулся на Министерство, Волжский автомобильный завод замахнулся на Министерство обороны,1
1960," Горьковский автомобильный завод, выполнив все показатели", Волжский автомобильный завод замахнулся на Министерство обороны,1
1964,"в жидком виде, налив в горсть руки, втягиваю носом, ― так запах","шарик, едва их положишь на ладонь! ",1
1967,"отряды украинских полицейских, подсобные части, автомобильная колонна резерва Управления имперской безопасности","железобетона, карьер в Пугачеве, собственная транспортная колонна. ",1
1969, 10 августа караван судов подошёл к Соловецкому монастырю,"железобетона, карьер в Пугачеве, собственная транспортная колонна. ",1
1973,то исключительно в номинациях типа «визуальные эффекты». ,"все зашептались от неожиданности, такой спецэффект, а после решили, типа, теперь",1
1974,"формы, на балансе которой находится гидротехническое сооружение [4]. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1975,"и пропиточный минимум.  Место построения: Военный объект ― ст.м.  ""Деловой центр","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1977,"вопрос, как и чем обогреть строительный объект, как не дать климатическим","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1978,"считают эту фотку коллажом.   Типа здание ненатуральное  [Колючий друг, nick]   Да само фото вообще","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1979,"они охотно летят в ловушку.   Оросительная система Поливать клумбы, газоны и","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1980,"уже готовом тоннеле (кстати, это подземное сооружение сейчас бы стоило раз","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1982,"лишь условно: это не какое-то инженерное сооружение, а название позиции, с","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1984,"о том, что это полноценный космодром, сегодня можно весьма условно. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1985,"действий он разбомбил сначала иракский ядерный объект, а потом и сирийский","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1988,украсят даже небольшую лесенку.    Круговая лестница ведёт в тенистый уголок.   Лестницы,"имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1991," 6.  Дом, сарай, постройка, изба, хижина.   7. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1992,"давней катастрофе.  Стадион-склеп, величественная гробница нелепых надежд.  На её зелёном","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1995,"книгу можно было бы назвать ― «Убежище», «Укрытие» или как-нибудь в том","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1996,"двор, а в нём ― дощатая беседка, как подарок. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
1998,"не пришлось: передо мной развернулась аркада с пиршеством такого размаха, что","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2000,"с узором, похожим на мелкие пчелиные соты. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2003,с Федеральным государственным унитарным предприятием «Телевизионный технический центр» до сих пор,"имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2004,"понимаем его сегодня ― будь то архитектурное сооружение, памятник или картина ― это","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2006,"лопатой колодец, смастерил для него деревянный сруб. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2009,"08. 2416: 03.   детская площадка ― песочница Олешка , 2004. 08. 2416: 44. ","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2012,"против Летнего сада была когда-то купальня, приходил Пушкин, плавал, однажды учил","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2015,"и гораздо более весомая причина — полигон твердых бытовых отходов (ТБО), находящийся","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2016,"Теперь же, когда обнаружен реально опасный объект, точность прогноза, как считают","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2019," Как высотная доминанта, он, естественно, отличается от","имело два значения: во-первых, здание, сооружение, постройка; во-вторых ― расположение, порядок. ",1
2021,2414: 06 (ссылка)   … про нонешнее королевство?  Я про Британскую империю времён," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2022,"А. Н. Севченко,   220064 Минск, Белоруссия e- mail: KomarovF@ bsu. by"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2023,их коллеги из города Петропавловска (Казахстан). ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2024,мне звание народной артистки Республики Кыргызстан. ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2025,"соединения AgGaS 2 88000 Ужгород, Украина e- mail: ishev@ univ. uzhgorod"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2026,"01 Se 2 1143 Баку, Азербайджан E- mail: itpcht@ itpcht. ab"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2027, Армения Хаш 300 г говяжьих или," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2028," Как Грузия без черноморского побережья Кавказа, только"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2029, Латвия― одна из десяти восточноевропейских стран," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2030,"Олимпия"" (Словения), ЦСКА (Россия) ""Жальгирис"" (Литва) ""Шленск"" (Польша) ""Альба"" (Германия) ""Будучность"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2031,"стран (Беларусь [1], Россия [3], Молдова) были зарегистрированы вспышки серозного менингита"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2032,между Российской Федерацией и Республикой Узбекистан. ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2033,"Постоянного совета, Полномочный представитель Республики Таджикистан С. С. Сайфуллоев. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2034,"сопоставимые с российскими, имеет небольшая Туркмения. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2035," Распространился слух, что Австралийский Союз собирается захватить восточный берег"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2036,"Корею, Иран, Тайвань, Мьянму и Непал (12). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2037,"развития отношений со странами АСЕАН (Бруней, Индонезия, Малайзия, Филиппины, Сингапур, Таиланд"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2038,"состав группы вошли Канада, Норвегия, Сингапур. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2039,"остаются Пакистан, Чили, Мексика и Ангола. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2040,"КА― компания ""СпейсКвест"", США, собственник ― Аргентина) ""Рубин-2"" (ОХБ-Систем, Германия) и"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2041,"Оман, Катар), а также Иран, Афганистан и Пакистан. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2042,"стандарты…   Или, может, кого хочу того дою…   Я не раз приводил"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2043,"включены страны Северной Африки (Марокко, Алжир, Тунис, Ливия), традиционного Ближнего Востока"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2044," А вдруг в Конго ещё хуже, чем у нас"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2045," Слетал в Судан, потом к Нельсону Манделе в"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2046,"Это Папуа ― Новая Гвинея, Свазиленд, Лесото, Австралия и США. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2047,неэффективно.   Для примера ― Сребреница и Руанда.   В первом случае погибло более," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2048,"странах как Кения, Судан, Эфиопия, Уганда, Гана, Танзания, Кот-д’Ивуар, Гвинея, Гвинея-Бисау"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2049,"должен был отправиться в порт Джибути в Баб-эль-Мандебском проливе, оттуда по"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2050,и Сирия.  Французов поддержали также Камерун и Гвинея.  Среди неопределившихся," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2051,организована Германская Юго-Западная Африка (нынешняя Намибия). ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2052,"документам выехал наш знакомый, отец Маврикий Рыкунов. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2053,"во время нашей поездки на Багамские острова» ―в раю; сдох, короче"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2054,"услуги по переводу денег в Бангладеш, Доминиканскую Республику, Гонконг, Индию, Ямайку"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2055," Жюстин Энен-Арденн Бельгия, 5) ― Вирхиния Руано-Паскуаль Испания) ― 6"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2056,"знают животное, неведомое зоологам.   Место.  Бенин.   10 Psathyrella aquatica Тривиальное название"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2057," Лаос, Камбоджа, даже Мьянма (Бирма) с остатками военной хунты для"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2058,"страны эти― не самые платёжеспособные: Болгария, Вьетнам, Индия, Ирак, Китай, Марокко"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2059,"Президент Эво Моралес заявил, что Боливия в обозримом будущем намерена развивать"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2060,"река Окаванго, ― Ангола, Намибия и Ботсвана ― стремятся использовать как можно больше"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2061,"результаты, чем Россия: Мексика и Бразилия. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2062,"Кот-д’Ивуар, Гвинея, Гвинея-Бисау, Бенин, Того, Буркина-Фасо, Камерун. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2063,а также аналогичной группы по Бурунди. ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2064,"сложных компонентов, таких как пропан, бутан или сжиженный нефтяной газ, и"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2065,его первый председатель Дж. Гринсток (Великобритания) и возглавлявший его до последнего," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2066,"НАТО, как Великобритания, Польша, Чехия, Венгрия, Турция, Испания, Дания, Нидерланды. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2067,"Примером могут служить Бельгия, Бразилия, Венесуэла, Греция, Италия и Люксембург. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2068,"Индонезия, Малайзия, Филиппины, Сингапур, Таиланд, Вьетнам, Лаос и Мьянма) США исходят"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2069,"Куба, Иран, Турция, Бутан, Конго, Габон, Малайзия, Индонезия, Китай, Филиппины, Шри-Ланка"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2070,"созданных Советом консультативных групп по Гаити и Гвинее-Бисау, а также аналогичной"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2071," Место проведения.  Австралия, Гайана, Тринидад и Тобаго.   Характеристики. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2072,двух деревень в африканском государстве Гамбия в период с 1950 по," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2073,"настойчивых усилиях Мао Цзэдуна, Гао Гана и Пэн Дэхуая приняло решение"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2074,"а таким озерам, как Атитлан (Гватемала), Титикака (Боливия/Перу), Сайма (Финляндия"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2075,Французов поддержали также Камерун и Гвинея.  Среди неопределившихся остаются Пакистан," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2076," [Zmey-Aspid, nick]   Нет, Германия должна была проиграть, на этот"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2077,машину и поезжай хоть в Гондурас. ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2078,"  ""Реал"" (Мадрид, Испания) ― АЕК (Греция) ― 2: 2. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2079, Гений места Дания Помидоры с брынзой ," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2080,"рассеяна между Шанхаем, Москвой и Монако, где лучшие теннисисты России участвовали"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2081,"обыграть победителя пары ГАК (Грац, Австрия) ― ""Шериф"" (Тирасполь, Молдавия). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2082,"победитель пары ""Брондбю"" (Дания) ― ""Динамо"" (Албания). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2083,"В биеннале впервые примут участие Андорра, Саудовская Аравия, Бахрейн, Бангладеш, Малайзия"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2084," Ватикан― уникальное государство, центр Римско-католической церкви"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2085,"Даже не дожидаясь специального приглашения, Румыния пожелала участвовать в коллективной защите"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2086,"Индия, Ирак, Китай, Марокко, Тунис, Югославия… "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2087,"Победитель пары ""Лиллестрем"" (Норвегия) ― ""Железничар"" (Босния и Герцеговина) ― ""Ньюкасл"" (Англия). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2088, Сербия наглядно доказала свою волю и," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2089,"Барселона"" (Испания) ― победитель пары ""Вардар"" (Македония) ― ""Легия"" (Польша). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2090,"Франция) ""Маккаби"" Т-А (Израиль) ""Олимпия"" (Словения), ЦСКА (Россия) ""Жальгирис"" (Литва) ""Шленск"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2091,"Альба"" (Германия) ""Будучность"" (Югославия) ""Цибона"" (Хорватия). "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2092," Черногория― маленькая страна, с населением 650"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2093,"Бразилия, Венесуэла, Греция, Италия и Люксембург. "," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
2094,"К сожалению, наш добрый месье Лихтенштейн не умел держать язык за"," Найдите такое иностранное государство, которое спокойно воспринимало бы",1
