,child_context,parent_context,label
768,промышленных регионах и городах являются:   автомобильный транспорт;   крупные промышленные предприятия (в,тут же рванул в наше автохозяйство и за бутылку водки приобрел,0
769,"внешней торговли, импортных потоков, транзита транспортная сфера Приморского края в целом"," В сторону города был подъем пути, и поезда здесь теряли",0
770,"о том, что такое воздушно-космическая оборона государства, какой облик она должна"," 51-е авиационное крыло Тихоокеанских ВВС США, 7",0
771,"формированиях, где федеральным законом предусмотрена военная служба. "," 51-е авиационное крыло Тихоокеанских ВВС США, 7",0
773, Биохимия представлялась Елене большой стеклянной коробкой,"бане взбить сливки, желтки и крахмал, добавить оставшийся ром. ",0
774,"являются естественными, что либерально-капиталистическая экономическая антропология сама собой воспроизведётся после отпадения","В доме напротив жили какие-то кавказцы.  То ли торговали, то ли",0
778,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований","тройные; маркизы, герцогини…  Красиво звучит португальский язык, мягче испанского.  Но тип",0
779,"внешней торговли, импортных потоков, транзита транспортная сфера Приморского края в целом",водитель имел техническую возможность предотвратить наезд на пешехода путем прямолинейного движения,0
780,промышленных регионах и городах являются:   автомобильный транспорт;   крупные промышленные предприятия (в,водитель имел техническую возможность предотвратить наезд на пешехода путем прямолинейного движения,0
781,"Вот, к примеру, группа ""Дискотека Авария"" называет некоего супердиджея ""КРЕЙЗИ МИДНАЙТ",водитель имел техническую возможность предотвратить наезд на пешехода путем прямолинейного движения,0
782,"самокатах и велосипедах, а изображать дорожное движение. ",водитель имел техническую возможность предотвратить наезд на пешехода путем прямолинейного движения,0
783,"говорит о том, что российская экономика абсолютно неравномерна. "," Итак, в интернат для слепоглухонемых прибывает красавица-практикантка",0
784,"констатация факта, что будет осуществляться социальная защита безработных, а оценка её"," Итак, в интернат для слепоглухонемых прибывает красавица-практикантка",0
785,"условиях Клиники лечебного питания, и кулинарное искусство, пронесшее через века свои", Её повседневная еда была― яичница с колбасой и магазинные пельмени,0
786,"2002) отдельным разделом представлено только ""Лесное хозяйство и представление услуг в"," А вот за «побочное лесопользование» (сенокошение, пастьбу и прогон",0
787," [shilo83, nick]   Это искусство, коим большая часть девушек уже"," Изначально предполагалось название «Неореализм», но я был против, и",0
788, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,"широко известен под ошибочным названием ""камыш"". ",0
789, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус,"широко известен под ошибочным названием ""камыш"". ",0
794,"вернётся, сдержит слово…"" ― восхищался добротный расторопный мужик. "," [confide, муж]   Андрей Мягков, потрясающе нерасторопный, сбивчивый у него персонаж… Лия",0
795,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," Чтобы защитить сенокосные угодья от стихии, к реке",0
796,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы"," Чтобы защитить сенокосные угодья от стихии, к реке",0
797, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус," Чтобы защитить сенокосные угодья от стихии, к реке",0
798,"системы: сельское хозяйство, рыболовство и животноводство; "," Чтобы защитить сенокосные угодья от стихии, к реке",0
799,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","краски можно было немного и сгустить, дабы миссионерская деятельность выглядела в",0
800, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,слов: глечик… дикт… калюжа… ряженка… ряска… пужало… лядаче… кошеня… ,0
801, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус,слов: глечик… дикт… калюжа… ряженка… ряска… пужало… лядаче… кошеня… ,0
802,"серебра, основным потребителем которого была кинематография. ",то исключительно в номинациях типа «визуальные эффекты». ,0
805,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","штыков, кавалерийский эскадрон ― 100 сабель, артиллерийская батарея ― 100 человек. ",0
806,"формированиях, где федеральным законом предусмотрена военная служба. ","штыков, кавалерийский эскадрон ― 100 сабель, артиллерийская батарея ― 100 человек. ",0
807,"к восстановлению всей инфраструктуры, обеспечивающей судоходство по Северному морскому пути. ","проходить в казармах (в городах Ольборг, Скива, Хольстербро, Фредерициа, Варде, Слагельсе",0
811,"говорит о том, что российская экономика абсолютно неравномерна. ","в сатирах 40-х годов, например: ""Ростовщик"""" Нравственный человек""). ",0
812," Финансовая сфера, инновации в которой обрушили","в сатирах 40-х годов, например: ""Ростовщик"""" Нравственный человек""). ",0
813,"веру в свои силы.  Воскресенье ― уход за телом, водные процедуры.   МОДА","на плече полотенце, идем принимать водные процедуры. ",0
814,"их колониального правления, это их правовая система, основанная на общем праве","сути, предоставляет преступнику право на освобождение от уголовной ответственности при условии",0
815,года ― гражданское право и гражданское судоустройство и судопроизводство; по Уставу 23,"сути, предоставляет преступнику право на освобождение от уголовной ответственности при условии",0
816,"от поставок оружия ополченцам, ввести уголовное наказание для российских волонтеров, сражающихся","сути, предоставляет преступнику право на освобождение от уголовной ответственности при условии",0
817,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," Андреев ходил в овощехранилище, где вволю ел свёклу и",0
818,"говорит о том, что российская экономика абсолютно неравномерна. "," Андреев ходил в овощехранилище, где вволю ел свёклу и",0
819,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы"," Андреев ходил в овощехранилище, где вволю ел свёклу и",0
820,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство",  ― Отопление прошлую зиму не работало в,0
821,"говорит о том, что российская экономика абсолютно неравномерна. ",  ― Отопление прошлую зиму не работало в,0
823,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",  ― Отопление прошлую зиму не работало в,0
828,куда инкассируется поступающая выручка и денежная наличность. ,  ― если оплата расходов на строительство или приобретение,0
829," Я конечно тоже спорт люблю, но не в таких","А ещё ходит на тренировки (современное пятиборье), так совсем целый день",0
831,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство",отрасль металлургии Ростовской области ― это прокат труб. ,0
832,которыми руководствуется вся химическая и металлургическая промышленность и не только они,отрасль металлургии Ростовской области ― это прокат труб. ,0
833,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","рыба, а оставшиеся 50 процентов ― продукция пищевой промышленности, несырьевой экспорт. ",0
834,"говорит о том, что российская экономика абсолютно неравномерна. ","рыба, а оставшиеся 50 процентов ― продукция пищевой промышленности, несырьевой экспорт. ",0
835, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН," Добавить чеснок, тимьян, розмарин, и лавровый лист. ",0
836, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус," Добавить чеснок, тимьян, розмарин, и лавровый лист. ",0
837,интересно всё-же это российская медицина такая перестраховочная или в других,"Авдюкова, из Театрального центра в морг поступили тела 41 боевика, а",0
838,"говорит о том, что российская экономика абсолютно неравномерна. ","Авдюкова, из Театрального центра в морг поступили тела 41 боевика, а",0
839,так долго — выхода на заслуженный отдых. ,получил поставленный в Екатеринбурге оригинальный музыкальный спектакль по этой повести Диккенса,0
840," [shilo83, nick]   Это искусство, коим большая часть девушек уже",получил поставленный в Екатеринбурге оригинальный музыкальный спектакль по этой повести Диккенса,0
841,"по их мнению, подняло бы музыкальное искусство на новую высоту. ",получил поставленный в Екатеринбурге оригинальный музыкальный спектакль по этой повести Диккенса,0
842,"краях самым востребованным оказалось именно театральное искусство, никому не понятно. ",получил поставленный в Екатеринбурге оригинальный музыкальный спектакль по этой повести Диккенса,0
844,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","  ― Машиностроение, лёгкая и пищевая промышленность, производство стройматериалов, сельское хозяйство",0
845,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы","  ― Машиностроение, лёгкая и пищевая промышленность, производство стройматериалов, сельское хозяйство",0
847,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," Оказалось, что Ц. Депре, компаньон фирмы под этим именем, лицо",0
848,"этот вопрос, поскольку вся моя семья - это я и мой сын"," Оказалось, что Ц. Депре, компаньон фирмы под этим именем, лицо",0
849,"говорит о том, что российская экономика абсолютно неравномерна. ","этом совершенно очевидно, что отечественное малое и среднее предпринимательство с накопленным",0
850, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,была тогда ещё не осознанная реакция организма на пошлость и несправедливость,0
851,"Но генетика ― это прежде всего физиологическая наука, и ее основная задача",была тогда ещё не осознанная реакция организма на пошлость и несправедливость,0
853,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание,"и живёт перед вами― крикливый, бесцеремонный до дерзости и в то",0
854," Термин ""религия"" сегодня используется очень широко во","мужчин, стоя на коленях, совершали намаз. ",0
855,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований","мужчин, стоя на коленях, совершали намаз. ",0
856,"Москве под патронатом ОИК конференции «Ислам, мир, развитие и борьба с","мужчин, стоя на коленях, совершали намаз. ",0
858, Но политическая деятельность была Андрею Тимофеевичу не, Социализм и республиканская форма правления древних обществ сделали,0
860,"их колониального правления, это их правовая система, основанная на общем праве","собственности и личности: кража, грабёж, разбой и убийство. ",0
861,Растить в душе побег уныния ― преступление.   (c) ,"собственности и личности: кража, грабёж, разбой и убийство. ",0
862,"заточки у стрел градусов 45.   максимальный разрешенный, кажется, 60…   или вообще","образовательную компанию, медицинскую компанию; необходимый минимальный дивиденд на одного гражданина-акционера",0
863, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,всё это хорошо сохраняет… сохраняет нервные волокна… ,0
864, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,000 раз увеличивает свой вес гусеница бабочки ивовый древоточец. ,0
865,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей",000 раз увеличивает свой вес гусеница бабочки ивовый древоточец. ,0
866,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство", Здесь энергетики полностью прекратили электроснабжение одного из самых крупных оборонных,0
867,"говорит о том, что российская экономика абсолютно неравномерна. ", Здесь энергетики полностью прекратили электроснабжение одного из самых крупных оборонных,0
870,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок", Здесь энергетики полностью прекратили электроснабжение одного из самых крупных оборонных,0
871,"говорит о том, что российская экономика абсолютно неравномерна. ","должно занимать много времени, ибо телекоммуникационная связь может прерваться до завершения",0
873, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,"про «футуристического динозавра» и «алюминиевое земноводное», посмотрели, где теперь расположены павильоны",0
874,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей","про «футуристического динозавра» и «алюминиевое земноводное», посмотрели, где теперь расположены павильоны",0
875,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство",обрезь кирпичному заводу и на мощение дорог. ,0
876,промышленных регионах и городах являются:   автомобильный транспорт;   крупные промышленные предприятия (в,обрезь кирпичному заводу и на мощение дорог. ,0
877,Кризис 1997 года сильно изменил трудовые отношения. ,"призывом, мобилизацией, а отнюдь не служба трудоустройства». ",0
878,"на другой загнул два пальца, ― половая жизнь категорически запрещается… ",мурашки по коже и поджималась мошонка. ,0
879,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей",мурашки по коже и поджималась мошонка. ,0
881," Я конечно тоже спорт люблю, но не в таких","второй половине дня футбол, плавание, аэробика и много всего интересного. ",0
882,интересно всё-же это российская медицина такая перестраховочная или в других,"второй половине дня футбол, плавание, аэробика и много всего интересного. ",0
884, Но политическая деятельность была Андрею Тимофеевичу не,"хорошо притворяетесь, то ли знатный демагог… ",0
885,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание,"хорошо притворяетесь, то ли знатный демагог… ",0
886,"их колониального правления, это их правовая система, основанная на общем праве","в дом сильного, не может расхитить вещей его, если прежде не",0
887,Растить в душе побег уныния ― преступление.   (c) ,"в дом сильного, не может расхитить вещей его, если прежде не",0
888,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований","жизни видеть только себя самого, склонять слово «я» во всех падежах",0
889, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,АПК взамен аукционов на морские биоресурсы методику распределения квот между регионами,0
890,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей",АПК взамен аукционов на морские биоресурсы методику распределения квот между регионами,0
896,"внешней торговли, импортных потоков, транзита транспортная сфера Приморского края в целом","массу других льгот и привилегий.   Ручная кладь Кожаный портфель, как сейчас",0
897,"более девяти, но в итоге пассажирский транспорт освободили от тахографической повинности","массу других льгот и привилегий.   Ручная кладь Кожаный портфель, как сейчас",0
898, Тарифы на грузовые перевозки будут проиндексированы по ставке,"массу других льгот и привилегий.   Ручная кладь Кожаный портфель, как сейчас",0
900,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание,"воображение и фантазию; чувство юмора; любознательность, пытливость; гибкость мышления; самокритичность и",0
901," Термин ""религия"" сегодня используется очень широко во",Трехсвятительском подворье был очень старый дьякон. ,0
902,"потому, что втайне желали принять христианство. ",Трехсвятительском подворье был очень старый дьякон. ,0
903,"говорит о том, что российская экономика абсолютно неравномерна. "," [bigluck]   Зато водка, оставленная певцом, подхватывается на ура",0
905," [shilo83, nick]   Это искусство, коим большая часть девушек уже","своим делом, так что блестящий сценарист Гойер, он никакой режиссёр. ",0
906," [Gwen, nick]   Литература ― это далеко не только восхваление","своим делом, так что блестящий сценарист Гойер, он никакой режиссёр. ",0
907,"где главными принципами потребления являются мода, новинка, современный комфорт? ", Надень под простой шерстяной сарафан оригинальную водолазку с рисунком по,0
908,"и драгоценности, рестораны и дорогая одежда. ", Надень под простой шерстяной сарафан оригинальную водолазку с рисунком по,0
909,"вделано в дверцу гардероба, ― привычный предмет интерьера. ","эти сервантики, кресла-кроватки такие, кресло-диван на ножках.  […].",0
910," Я конечно тоже спорт люблю, но не в таких"," Альпинист, который идёт на покорение Эвереста",0
911,"если хочешь, присоединяйся ) ) это не альпинизм, а горный туризм, то есть"," Альпинист, который идёт на покорение Эвереста",0
914,"о том, что такое воздушно-космическая оборона государства, какой облик она должна",выбором: долгосрочные перспективы экономического роста ― военная безопасность. ,0
915, Какие там дипломатические отношения ― это же было начало,выбором: долгосрочные перспективы экономического роста ― военная безопасность. ,0
916,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","Чего бояться, это же гуманная мина, она только пальцы да пятку",0
922," [shilo83, nick]   Это искусство, коим большая часть девушек уже","много лет назад такой же трубач был убит стрелой ордынцев, внезапно",0
923,"по их мнению, подняло бы музыкальное искусство на новую высоту. ","много лет назад такой же трубач был убит стрелой ордынцев, внезапно",0
924,"объём информации передаётся по разделам ""Демография и рынок труда"""" Сельское хозяйство", Демографическая статистика бесстрастно отмечает: на рождаемость,0
928,"говорит о том, что российская экономика абсолютно неравномерна. ","порядка оплаты за жильё и коммунальные услуги, фракция голосовала против. ",0
929,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок","порядка оплаты за жильё и коммунальные услуги, фракция голосовала против. ",0
930," [patrol, nick]   Ненависть к России воспитывают средства массовой информации. ","читает «Литературную газету», чей он «колумнист». ",0
933,"и т. д., и как наука претендует на полное объяснение причин",спешит сдаться ей на милость: «число ― понятие математики». ,0
934,"и итальянский языки, естественные и математические науки. ",спешит сдаться ей на милость: «число ― понятие математики». ,0
941,"внешней торговли, импортных потоков, транзита транспортная сфера Приморского края в целом","словам Фадеева, это самый современный пассажирский терминал в России. ",0
942,"более девяти, но в итоге пассажирский транспорт освободили от тахографической повинности","словам Фадеева, это самый современный пассажирский терминал в России. ",0
951, Сфера образования для него всегда была,"Заговорил о царском режиме.   Но экзаменатор спросил:   ― Вы читали ""Повести Белкина",0
954,промышленных регионах и городах являются:   автомобильный транспорт;   крупные промышленные предприятия (в,сошлись аэропортовский «Икарус» и ночное маршрутное такси. ,0
955,"более девяти, но в итоге пассажирский транспорт освободили от тахографической повинности",сошлись аэропортовский «Икарус» и ночное маршрутное такси. ,0
957,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","тем было получено подтверждение, что тактико-технические характеристики подводных лодок СССР достигли",0
958, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН," Раздутый муравей, выполняющий роль ""медовой бочки"", может",0
959,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей"," Раздутый муравей, выполняющий роль ""медовой бочки"", может",0
964,"говорит о том, что российская экономика абсолютно неравномерна. ", Ведущий юрисконсульт направления «Городское хозяйство» фонда «Институт экономики города,0
965," Термин ""религия"" сегодня используется очень широко во","едва отзвучала последняя пьеса ""Вечерняя молитва"", в тишине раздался скрипучий, надтреснутый",0
966,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований","едва отзвучала последняя пьеса ""Вечерняя молитва"", в тишине раздался скрипучий, надтреснутый",0
968,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","ли об этом непреложном факте военнослужащий срочной службы, находившийся за баранкой",0
969,"судьбу с мирным процессом, и вооружённый конфликт с Израилем означал бы","ли об этом непреложном факте военнослужащий срочной службы, находившийся за баранкой",0
970,"формированиях, где федеральным законом предусмотрена военная служба. ","ли об этом непреложном факте военнослужащий срочной службы, находившийся за баранкой",0
971,"о том, что такое воздушно-космическая оборона государства, какой облик она должна",из нескольких клеток.   Крапивные волоски ― средство самообороны.  Каждый из них заполнен,0
978,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство", Маточное поголовье скота должно составить 4 000,0
979,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы", Маточное поголовье скота должно составить 4 000,0
980,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей", Маточное поголовье скота должно составить 4 000,0
981,"системы: сельское хозяйство, рыболовство и животноводство; ", Маточное поголовье скота должно составить 4 000,0
982,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","сил на всех стратегических направлениях ядерное оружие остаётся важнейшим, наиболее надёжным",0
983,"формированиях, где федеральным законом предусмотрена военная служба. ","сил на всех стратегических направлениях ядерное оружие остаётся важнейшим, наиболее надёжным",0
984,"это не альпинизм, а горный туризм, то есть, не так опасно","на то, что цены на гостиничные услуги относятся к свободно регулируемым",0
985,"говорит о том, что российская экономика абсолютно неравномерна. ","на то, что цены на гостиничные услуги относятся к свободно регулируемым",0
986,"к восстановлению всей инфраструктуры, обеспечивающей судоходство по Северному морскому пути. ",Хиросима говорят «дзя» вместо «да».   Кагосима-бэн Когда-то в районе Кагосима,0
990,"водоснабжение и гидрогеология, электротехника, металлургия, гидрометеорология, селекция растений, экология и рациональное"," Штиль на море стоял, и по",0
992,"их колониального правления, это их правовая система, основанная на общем праве","черносотенцы оставались «простонародьем», тогда как политический заключенный, из какого бы сословия",0
993,Растить в душе побег уныния ― преступление.   (c) ,"черносотенцы оставались «простонародьем», тогда как политический заключенный, из какого бы сословия",0
994,"потратили бюджетные деньги по статье ""Правоохранительная деятельность"" органы власти Ленинградской и","черносотенцы оставались «простонародьем», тогда как политический заключенный, из какого бы сословия",0
995,"от поставок оружия ополченцам, ввести уголовное наказание для российских волонтеров, сражающихся","черносотенцы оставались «простонародьем», тогда как политический заключенный, из какого бы сословия",0
996,"их колониального правления, это их правовая система, основанная на общем праве",  ― Реальный правовой режим действий этой организации до,0
997,"говорит о том, что российская экономика абсолютно неравномерна. ",на 28 декабря прошлого года коммерческий конкурс был отменен. ,0
998, Международная торговля и туризм изменили положение дел,на 28 декабря прошлого года коммерческий конкурс был отменен. ,0
999,"продукции, финансовая работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни",на 28 декабря прошлого года коммерческий конкурс был отменен. ,0
1000,которыми руководствуется вся химическая и металлургическая промышленность и не только они,стал прототипом всех тяжелых самолетов.   Нержавеющая сталь Английский ученый Гарри Бреарли,0
1001,"эти системы являются человеко-машинными, то измерение количества информации, содержащейся в циркулирующих",к вполне определенным цифрам: каждая мегатонна самого чистого термоядерного взрыва в,0
1002, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,рогатые васильки.  У нас и татарник есть.  Из кустов татарника побежал,0
1003, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус,рогатые васильки.  У нас и татарник есть.  Из кустов татарника побежал,0
1007,на груди и за вечный одноразовый секс. ,в твиттере NASA появилось сообщение: «Многоразовый космический корабль пролетел путь в,0
1008,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," Так называемая амортизация имущества, затраты фабриканта на техническую",0
